year,region,method,perc,freq
2013,Benishangul-Gumuz,IUDs,0.52,0.0052
2014,Benishangul-Gumuz,IUDs,0.78,0.0078
2015,Benishangul-Gumuz,IUDs,1.04,0.0104
2016,Benishangul-Gumuz,IUDs,1.3,0.013
2017,Benishangul-Gumuz,IUDs,1.366666667,0.013666667
2018,Benishangul-Gumuz,IUDs,1.433333333,0.014333333
2019,Benishangul-Gumuz,IUDs,1.5,0.015
2000,Benishangul-Gumuz,Other modern,0,0
2001,Benishangul-Gumuz,Other modern,0.02,2.00E-04
2002,Benishangul-Gumuz,Other modern,0.04,4.00E-04
2003,Benishangul-Gumuz,Other modern,0.06,6.00E-04
2004,Benishangul-Gumuz,Other modern,0.08,8.00E-04
2005,Benishangul-Gumuz,Other modern,0.1,0.001
2006,Benishangul-Gumuz,Other modern,0.083333333,0.000833333
2007,Benishangul-Gumuz,Other modern,0.066666667,0.000666667
2008,Benishangul-Gumuz,Other modern,0.05,5.00E-04
2009,Benishangul-Gumuz,Other modern,0.033333333,0.000333333
2010,Benishangul-Gumuz,Other modern,0.016666667,0.000166667
2011,Benishangul-Gumuz,Other modern,0,0
2012,Benishangul-Gumuz,Other modern,0.02,2.00E-04
2013,Benishangul-Gumuz,Other modern,0.04,4.00E-04
2014,Benishangul-Gumuz,Other modern,0.06,6.00E-04
2015,Benishangul-Gumuz,Other modern,0.08,8.00E-04
2016,Benishangul-Gumuz,Other modern,0.1,0.001
2017,Benishangul-Gumuz,Other modern,0.266666667,0.002666667
2018,Benishangul-Gumuz,Other modern,0.433333333,0.004333333
2019,Benishangul-Gumuz,Other modern,0.6,0.006
2000,Benishangul-Gumuz,Other traditional,0.3,0.003
2001,Benishangul-Gumuz,Other traditional,0.34,0.0034
2002,Benishangul-Gumuz,Other traditional,0.38,0.0038
2003,Benishangul-Gumuz,Other traditional,0.42,0.0042
2004,Benishangul-Gumuz,Other traditional,0.46,0.0046
2005,Benishangul-Gumuz,Other traditional,0.5,0.005
2006,Benishangul-Gumuz,Other traditional,0.516666667,0.005166667
2007,Benishangul-Gumuz,Other traditional,0.533333333,0.005333333
2008,Benishangul-Gumuz,Other traditional,0.55,0.0055
2009,Benishangul-Gumuz,Other traditional,0.566666667,0.005666667
2010,Benishangul-Gumuz,Other traditional,0.583333333,0.005833333
2011,Benishangul-Gumuz,Other traditional,0.6,0.006
2012,Benishangul-Gumuz,Other traditional,0.5,0.005
2013,Benishangul-Gumuz,Other traditional,0.4,0.004
2014,Benishangul-Gumuz,Other traditional,0.3,0.003
2015,Benishangul-Gumuz,Other traditional,0.2,0.002
2016,Benishangul-Gumuz,Other traditional,0.1,0.001
2017,Benishangul-Gumuz,Other traditional,0.5,0.005
2018,Benishangul-Gumuz,Other traditional,0.9,0.009
2019,Benishangul-Gumuz,Other traditional,1.3,0.013
2000,Benishangul-Gumuz,Pill,1.6,0.016
2001,Benishangul-Gumuz,Pill,1.48,0.0148
2002,Benishangul-Gumuz,Pill,1.36,0.0136
2003,Benishangul-Gumuz,Pill,1.24,0.0124
2004,Benishangul-Gumuz,Pill,1.12,0.0112
2005,Benishangul-Gumuz,Pill,1,0.01
2006,Benishangul-Gumuz,Pill,1.15,0.0115
2007,Benishangul-Gumuz,Pill,1.3,0.013
2008,Benishangul-Gumuz,Pill,1.45,0.0145
2009,Benishangul-Gumuz,Pill,1.6,0.016
2010,Benishangul-Gumuz,Pill,1.75,0.0175
2011,Benishangul-Gumuz,Pill,1.9,0.019
2012,Benishangul-Gumuz,Pill,1.66,0.0166
2013,Benishangul-Gumuz,Pill,1.42,0.0142
2014,Benishangul-Gumuz,Pill,1.18,0.0118
2015,Benishangul-Gumuz,Pill,0.94,0.0094
2016,Benishangul-Gumuz,Pill,0.7,0.007
2017,Benishangul-Gumuz,Pill,0.7,0.007
2018,Benishangul-Gumuz,Pill,0.7,0.007
2019,Benishangul-Gumuz,Pill,0.7,0.007
2000,Benishangul-Gumuz,BTL,0.4,0.004
2001,Benishangul-Gumuz,BTL,0.36,0.0036
2002,Benishangul-Gumuz,BTL,0.32,0.0032
2003,Benishangul-Gumuz,BTL,0.28,0.0028
2004,Benishangul-Gumuz,BTL,0.24,0.0024
2005,Benishangul-Gumuz,BTL,0.2,0.002
2006,Benishangul-Gumuz,BTL,0.233333333,0.002333333
2007,Benishangul-Gumuz,BTL,0.266666667,0.002666667
2008,Benishangul-Gumuz,BTL,0.3,0.003
2009,Benishangul-Gumuz,BTL,0.333333333,0.003333333
2010,Benishangul-Gumuz,BTL,0.366666667,0.003666667
2011,Benishangul-Gumuz,BTL,0.4,0.004
2012,Benishangul-Gumuz,BTL,0.34,0.0034
2013,Benishangul-Gumuz,BTL,0.28,0.0028
2014,Benishangul-Gumuz,BTL,0.22,0.0022
2015,Benishangul-Gumuz,BTL,0.16,0.0016
2016,Benishangul-Gumuz,BTL,0.1,0.001
2017,Benishangul-Gumuz,BTL,0.066666667,0.000666667
2018,Benishangul-Gumuz,BTL,0.033333333,0.000333333
2019,Benishangul-Gumuz,BTL,0,0
2000,Benishangul-Gumuz,Withdrawal,0.1,0.001
2001,Benishangul-Gumuz,Withdrawal,0.1,0.001
2002,Benishangul-Gumuz,Withdrawal,0.1,0.001
2003,Benishangul-Gumuz,Withdrawal,0.1,0.001
2004,Benishangul-Gumuz,Withdrawal,0.1,0.001
2005,Benishangul-Gumuz,Withdrawal,0.1,0.001
2006,Benishangul-Gumuz,Withdrawal,0.1,0.001
2007,Benishangul-Gumuz,Withdrawal,0.1,0.001
2008,Benishangul-Gumuz,Withdrawal,0.1,0.001
2009,Benishangul-Gumuz,Withdrawal,0.1,0.001
2010,Benishangul-Gumuz,Withdrawal,0.1,0.001
2011,Benishangul-Gumuz,Withdrawal,0.1,0.001
2012,Benishangul-Gumuz,Withdrawal,0.08,8.00E-04
2013,Benishangul-Gumuz,Withdrawal,0.06,6.00E-04
2014,Benishangul-Gumuz,Withdrawal,0.04,4.00E-04
2015,Benishangul-Gumuz,Withdrawal,0.02,2.00E-04
2016,Benishangul-Gumuz,Withdrawal,0,0
2017,Benishangul-Gumuz,Withdrawal,0.033333333,0.000333333
2018,Benishangul-Gumuz,Withdrawal,0.066666667,0.000666667
2019,Benishangul-Gumuz,Withdrawal,0.1,0.001
2000,Dire Dawa,Condoms,1.9,0.019
2001,Dire Dawa,Condoms,1.82,0.0182
2002,Dire Dawa,Condoms,1.74,0.0174
2003,Dire Dawa,Condoms,1.66,0.0166
2004,Dire Dawa,Condoms,1.58,0.0158
2005,Dire Dawa,Condoms,1.5,0.015
2006,Dire Dawa,Condoms,1.5,0.015
2007,Dire Dawa,Condoms,1.5,0.015
2008,Dire Dawa,Condoms,1.5,0.015
2009,Dire Dawa,Condoms,1.5,0.015
2010,Dire Dawa,Condoms,1.5,0.015
2011,Dire Dawa,Condoms,1.5,0.015
2012,Dire Dawa,Condoms,1.3,0.013
2013,Dire Dawa,Condoms,1.1,0.011
2014,Dire Dawa,Condoms,0.9,0.009
2015,Dire Dawa,Condoms,0.7,0.007
2016,Dire Dawa,Condoms,0.5,0.005
2017,Dire Dawa,Condoms,0.533333333,0.005333333
2018,Dire Dawa,Condoms,0.566666667,0.005666667
2019,Dire Dawa,Condoms,0.6,0.006
2000,Dire Dawa,Implants,0.5,0.005
2001,Dire Dawa,Implants,0.5,0.005
2002,Dire Dawa,Implants,0.5,0.005
2003,Dire Dawa,Implants,0.5,0.005
2004,Dire Dawa,Implants,0.5,0.005
2005,Dire Dawa,Implants,0.5,0.005
2006,Dire Dawa,Implants,1.2,0.012
2007,Dire Dawa,Implants,1.9,0.019
2008,Dire Dawa,Implants,2.6,0.026
2009,Dire Dawa,Implants,3.3,0.033
2010,Dire Dawa,Implants,4,0.04
2011,Dire Dawa,Implants,4.7,0.047
2012,Dire Dawa,Implants,5.38,0.0538
2013,Dire Dawa,Implants,6.06,0.0606
2014,Dire Dawa,Implants,6.74,0.0674
2015,Dire Dawa,Implants,7.42,0.0742
2016,Dire Dawa,Implants,8.1,0.081
2017,Dire Dawa,Implants,7.8,0.078
2018,Dire Dawa,Implants,7.5,0.075
2019,Dire Dawa,Implants,7.2,0.072
2000,Dire Dawa,Injectables,5.7,0.057
2001,Dire Dawa,Injectables,7.08,0.0708
2002,Dire Dawa,Injectables,8.46,0.0846
2003,Dire Dawa,Injectables,9.84,0.0984
2004,Dire Dawa,Injectables,11.22,0.1122
2005,Dire Dawa,Injectables,12.6,0.126
2006,Dire Dawa,Injectables,12.01666667,0.120166667
2007,Dire Dawa,Injectables,11.43333333,0.114333333
2008,Dire Dawa,Injectables,10.85,0.1085
2009,Dire Dawa,Injectables,10.26666667,0.102666667
2010,Dire Dawa,Injectables,9.683333333,0.096833333
2011,Dire Dawa,Injectables,9.1,0.091
2012,Dire Dawa,Injectables,8.62,0.0862
2013,Dire Dawa,Injectables,8.14,0.0814
2014,Dire Dawa,Injectables,7.66,0.0766
2015,Dire Dawa,Injectables,7.18,0.0718
2016,Dire Dawa,Injectables,6.7,0.067
2017,Dire Dawa,Injectables,6.1,0.061
2018,Dire Dawa,Injectables,5.5,0.055
2019,Dire Dawa,Injectables,4.9,0.049
2000,Dire Dawa,IUDs,1,0.01
2001,Dire Dawa,IUDs,0.86,0.0086
2002,Dire Dawa,IUDs,0.72,0.0072
2003,Dire Dawa,IUDs,0.58,0.0058
2004,Dire Dawa,IUDs,0.44,0.0044
2005,Dire Dawa,IUDs,0.3,0.003
2006,Dire Dawa,IUDs,0.35,0.0035
2007,Dire Dawa,IUDs,0.4,0.004
2008,Dire Dawa,IUDs,0.45,0.0045
2009,Dire Dawa,IUDs,0.5,0.005
2010,Dire Dawa,IUDs,0.55,0.0055
2011,Dire Dawa,IUDs,0.6,0.006
2012,Dire Dawa,IUDs,0.66,0.0066
2013,Dire Dawa,IUDs,0.72,0.0072
2014,Dire Dawa,IUDs,0.78,0.0078
2015,Dire Dawa,IUDs,0.84,0.0084
2016,Dire Dawa,IUDs,0.9,0.009
2017,Dire Dawa,IUDs,0.766666667,0.007666667
2018,Dire Dawa,IUDs,0.633333333,0.006333333
2019,Dire Dawa,IUDs,0.5,0.005
2000,Dire Dawa,Other modern,0,0
2001,Dire Dawa,Other modern,0,0
2002,Dire Dawa,Other modern,0,0
2003,Dire Dawa,Other modern,0,0
2004,Dire Dawa,Other modern,0,0
2005,Dire Dawa,Other modern,0,0
2006,Dire Dawa,Other modern,0.05,5.00E-04
2007,Dire Dawa,Other modern,0.1,0.001
2008,Dire Dawa,Other modern,0.15,0.0015
2009,Dire Dawa,Other modern,0.2,0.002
2010,Dire Dawa,Other modern,0.25,0.0025
2011,Dire Dawa,Other modern,0.3,0.003
2012,Dire Dawa,Other modern,0.36,0.0036
2013,Dire Dawa,Other modern,0.42,0.0042
2014,Dire Dawa,Other modern,0.48,0.0048
2015,Dire Dawa,Other modern,0.54,0.0054
2016,Dire Dawa,Other modern,0.6,0.006
2017,Dire Dawa,Other modern,0.9,0.009
2018,Dire Dawa,Other modern,1.2,0.012
2019,Dire Dawa,Other modern,1.5,0.015
2000,Dire Dawa,Other traditional,3.5,0.035
2001,Dire Dawa,Other traditional,3.04,0.0304
2002,Dire Dawa,Other traditional,2.58,0.0258
2003,Dire Dawa,Other traditional,2.12,0.0212
2004,Dire Dawa,Other traditional,1.66,0.0166
2005,Dire Dawa,Other traditional,1.2,0.012
2006,Dire Dawa,Other traditional,1.216666667,0.012166667
2007,Dire Dawa,Other traditional,1.233333333,0.012333333
2008,Dire Dawa,Other traditional,1.25,0.0125
2009,Dire Dawa,Other traditional,1.266666667,0.012666667
2010,Dire Dawa,Other traditional,1.283333333,0.012833333
2011,Dire Dawa,Other traditional,1.3,0.013
2012,Dire Dawa,Other traditional,1.2,0.012
2013,Dire Dawa,Other traditional,1.1,0.011
2014,Dire Dawa,Other traditional,1,0.01
2015,Dire Dawa,Other traditional,0.9,0.009
2016,Dire Dawa,Other traditional,0.8,0.008
2017,Dire Dawa,Other traditional,0.633333333,0.006333333
2018,Dire Dawa,Other traditional,0.466666667,0.004666667
2019,Dire Dawa,Other traditional,0.3,0.003
2000,Dire Dawa,Pill,5.3,0.053
2001,Dire Dawa,Pill,5,0.05
2002,Dire Dawa,Pill,4.7,0.047
2003,Dire Dawa,Pill,4.4,0.044
2004,Dire Dawa,Pill,4.1,0.041
2005,Dire Dawa,Pill,3.8,0.038
2006,Dire Dawa,Pill,3.7,0.037
2007,Dire Dawa,Pill,3.6,0.036
2008,Dire Dawa,Pill,3.5,0.035
2009,Dire Dawa,Pill,3.4,0.034
2010,Dire Dawa,Pill,3.3,0.033
2011,Dire Dawa,Pill,3.2,0.032
2012,Dire Dawa,Pill,2.96,0.0296
2013,Dire Dawa,Pill,2.72,0.0272
2014,Dire Dawa,Pill,2.48,0.0248
2015,Dire Dawa,Pill,2.24,0.0224
2016,Dire Dawa,Pill,2,0.02
2017,Dire Dawa,Pill,2.433333333,0.024333333
2018,Dire Dawa,Pill,2.866666667,0.028666667
2019,Dire Dawa,Pill,3.3,0.033
2000,Dire Dawa,BTL,0.1,0.001
2001,Dire Dawa,BTL,0.1,0.001
2002,Dire Dawa,BTL,0.1,0.001
2003,Dire Dawa,BTL,0.1,0.001
2004,Dire Dawa,BTL,0.1,0.001
2005,Dire Dawa,BTL,0.1,0.001
2006,Dire Dawa,BTL,0.1,0.001
2007,Dire Dawa,BTL,0.1,0.001
2008,Dire Dawa,BTL,0.1,0.001
2009,Dire Dawa,BTL,0.1,0.001
2010,Dire Dawa,BTL,0.1,0.001
2011,Dire Dawa,BTL,0.1,0.001
2012,Dire Dawa,BTL,0.08,8.00E-04
2013,Dire Dawa,BTL,0.06,6.00E-04
2014,Dire Dawa,BTL,0.04,4.00E-04
2015,Dire Dawa,BTL,0.02,2.00E-04
2016,Dire Dawa,BTL,0,0
2017,Dire Dawa,BTL,0.066666667,0.000666667
2018,Dire Dawa,BTL,0.133333333,0.001333333
2019,Dire Dawa,BTL,0.2,0.002
2000,Dire Dawa,Withdrawal,0.2,0.002
2001,Dire Dawa,Withdrawal,0.18,0.0018
2002,Dire Dawa,Withdrawal,0.16,0.0016
2003,Dire Dawa,Withdrawal,0.14,0.0014
2004,Dire Dawa,Withdrawal,0.12,0.0012
2005,Dire Dawa,Withdrawal,0.1,0.001
2006,Dire Dawa,Withdrawal,0.1,0.001
2007,Dire Dawa,Withdrawal,0.1,0.001
2008,Dire Dawa,Withdrawal,0.1,0.001
2009,Dire Dawa,Withdrawal,0.1,0.001
2010,Dire Dawa,Withdrawal,0.1,0.001
2011,Dire Dawa,Withdrawal,0.1,0.001
2012,Dire Dawa,Withdrawal,0.08,8.00E-04
2013,Dire Dawa,Withdrawal,0.06,6.00E-04
2014,Dire Dawa,Withdrawal,0.04,4.00E-04
2015,Dire Dawa,Withdrawal,0.02,2.00E-04
2016,Dire Dawa,Withdrawal,0,0
2017,Dire Dawa,Withdrawal,0,0
2018,Dire Dawa,Withdrawal,0,0
2019,Dire Dawa,Withdrawal,0,0
2000,Gambela,Condoms,0.2,0.002
2001,Gambela,Condoms,0.26,0.0026
2002,Gambela,Condoms,0.32,0.0032
2003,Gambela,Condoms,0.38,0.0038
2004,Gambela,Condoms,0.44,0.0044
2005,Gambela,Condoms,0.5,0.005
2006,Gambela,Condoms,1.05,0.0105
2007,Gambela,Condoms,1.6,0.016
2008,Gambela,Condoms,2.15,0.0215
2009,Gambela,Condoms,2.7,0.027
2010,Gambela,Condoms,3.25,0.0325
2011,Gambela,Condoms,3.8,0.038
2012,Gambela,Condoms,3.2,0.032
2013,Gambela,Condoms,2.6,0.026
2014,Gambela,Condoms,2,0.02
2015,Gambela,Condoms,1.4,0.014
2016,Gambela,Condoms,0.8,0.008
2017,Gambela,Condoms,0.566666667,0.005666667
2018,Gambela,Condoms,0.333333333,0.003333333
2019,Gambela,Condoms,0.1,0.001
2000,Gambela,Implants,0,0
2001,Gambela,Implants,0,0
2002,Gambela,Implants,0,0
2003,Gambela,Implants,0,0
2004,Gambela,Implants,0,0
2005,Gambela,Implants,0,0
2006,Gambela,Implants,0.1,0.001
2007,Gambela,Implants,0.2,0.002
2008,Gambela,Implants,0.3,0.003
2009,Gambela,Implants,0.4,0.004
2010,Gambela,Implants,0.5,0.005
2011,Gambela,Implants,0.6,0.006
2012,Gambela,Implants,0.76,0.0076
2013,Gambela,Implants,0.92,0.0092
2014,Gambela,Implants,1.08,0.0108
2015,Gambela,Implants,1.24,0.0124
2016,Gambela,Implants,1.4,0.014
2017,Gambela,Implants,1.133333333,0.011333333
2018,Gambela,Implants,0.866666667,0.008666667
2019,Gambela,Implants,0.6,0.006
2000,Gambela,Injectables,3.5,0.035
2001,Gambela,Injectables,4.68,0.0468
2002,Gambela,Injectables,5.86,0.0586
2003,Gambela,Injectables,7.04,0.0704
2004,Gambela,Injectables,8.22,0.0822
2005,Gambela,Injectables,9.4,0.094
2006,Gambela,Injectables,11.83333333,0.118333333
2007,Gambela,Injectables,14.26666667,0.142666667
2008,Gambela,Injectables,16.7,0.167
2009,Gambela,Injectables,19.13333333,0.191333333
2010,Gambela,Injectables,21.56666667,0.215666667
2011,Gambela,Injectables,24,0.24
2012,Gambela,Injectables,23.4,0.234
2013,Gambela,Injectables,22.8,0.228
2014,Gambela,Injectables,22.2,0.222
2015,Gambela,Injectables,21.6,0.216
2016,Gambela,Injectables,21,0.21
2017,Gambela,Injectables,20.83333333,0.208333333
2018,Gambela,Injectables,20.66666667,0.206666667
2019,Gambela,Injectables,20.5,0.205
2000,Gambela,IUDs,0,0
2001,Gambela,IUDs,0,0
2002,Gambela,IUDs,0,0
2003,Gambela,IUDs,0,0
2004,Gambela,IUDs,0,0
2005,Gambela,IUDs,0,0
2006,Gambela,IUDs,0.066666667,0.000666667
2007,Gambela,IUDs,0.133333333,0.001333333
2008,Gambela,IUDs,0.2,0.002
2009,Gambela,IUDs,0.266666667,0.002666667
2010,Gambela,IUDs,0.333333333,0.003333333
2011,Gambela,IUDs,0.4,0.004
2012,Gambela,IUDs,0.42,0.0042
2013,Gambela,IUDs,0.44,0.0044
2014,Gambela,IUDs,0.46,0.0046
2015,Gambela,IUDs,0.48,0.0048
2016,Gambela,IUDs,0.5,0.005
2017,Gambela,IUDs,0.4,0.004
2018,Gambela,IUDs,0.3,0.003
2019,Gambela,IUDs,0.2,0.002
2000,Gambela,Other modern,0,0
2001,Gambela,Other modern,0,0
2002,Gambela,Other modern,0,0
2003,Gambela,Other modern,0,0
2004,Gambela,Other modern,0,0
2005,Gambela,Other modern,0,0
2006,Gambela,Other modern,0,0
2007,Gambela,Other modern,0,0
2008,Gambela,Other modern,0,0
2009,Gambela,Other modern,0,0
2010,Gambela,Other modern,0,0
2011,Gambela,Other modern,0,0
2012,Gambela,Other modern,0.04,4.00E-04
2013,Gambela,Other modern,0.08,8.00E-04
2014,Gambela,Other modern,0.12,0.0012
2015,Gambela,Other modern,0.16,0.0016
2016,Gambela,Other modern,0.2,0.002
2017,Gambela,Other modern,0.133333333,0.001333333
2018,Gambela,Other modern,0.066666667,0.000666667
2019,Gambela,Other modern,0,0
2000,Gambela,Other traditional,0.9,0.009
2001,Gambela,Other traditional,0.76,0.0076
2002,Gambela,Other traditional,0.62,0.0062
2003,Gambela,Other traditional,0.48,0.0048
2004,Gambela,Other traditional,0.34,0.0034
2005,Gambela,Other traditional,0.2,0.002
2006,Gambela,Other traditional,0.25,0.0025
2007,Gambela,Other traditional,0.3,0.003
2008,Gambela,Other traditional,0.35,0.0035
2009,Gambela,Other traditional,0.4,0.004
2010,Gambela,Other traditional,0.45,0.0045
2011,Gambela,Other traditional,0.5,0.005
2012,Gambela,Other traditional,0.4,0.004
2013,Gambela,Other traditional,0.3,0.003
2014,Gambela,Other traditional,0.2,0.002
2015,Gambela,Other traditional,0.1,0.001
2016,Gambela,Other traditional,0,0
2017,Gambela,Other traditional,0.133333333,0.001333333
2018,Gambela,Other traditional,0.266666667,0.002666667
2019,Gambela,Other traditional,0.4,0.004
2000,Gambela,Pill,6,0.06
2001,Gambela,Pill,5.22,0.0522
2002,Gambela,Pill,4.44,0.0444
2003,Gambela,Pill,3.66,0.0366
2004,Gambela,Pill,2.88,0.0288
2005,Gambela,Pill,2.1,0.021
2006,Gambela,Pill,2.35,0.0235
2007,Gambela,Pill,2.6,0.026
2008,Gambela,Pill,2.85,0.0285
2009,Gambela,Pill,3.1,0.031
2010,Gambela,Pill,3.35,0.0335
2011,Gambela,Pill,3.6,0.036
2012,Gambela,Pill,3.44,0.0344
2013,Gambela,Pill,3.28,0.0328
2014,Gambela,Pill,3.12,0.0312
2015,Gambela,Pill,2.96,0.0296
2016,Gambela,Pill,2.8,0.028
2017,Gambela,Pill,2.433333333,0.024333333
2018,Gambela,Pill,2.066666667,0.020666667
2019,Gambela,Pill,1.7,0.017
2000,Gambela,BTL,0.3,0.003
2001,Gambela,BTL,0.24,0.0024
2002,Gambela,BTL,0.18,0.0018
2003,Gambela,BTL,0.12,0.0012
2004,Gambela,BTL,0.06,6.00E-04
2005,Gambela,BTL,0,0
2006,Gambela,BTL,0.05,5.00E-04
2007,Gambela,BTL,0.1,0.001
2008,Gambela,BTL,0.15,0.0015
2009,Gambela,BTL,0.2,0.002
2010,Gambela,BTL,0.25,0.0025
2011,Gambela,BTL,0.3,0.003
2012,Gambela,BTL,0.24,0.0024
2013,Gambela,BTL,0.18,0.0018
2014,Gambela,BTL,0.12,0.0012
2015,Gambela,BTL,0.06,6.00E-04
2016,Gambela,BTL,0,0
2017,Gambela,BTL,0,0
2018,Gambela,BTL,0,0
2019,Gambela,BTL,0,0
2000,Gambela,Withdrawal,0,0
2001,Gambela,Withdrawal,0,0
2002,Gambela,Withdrawal,0,0
2003,Gambela,Withdrawal,0,0
2004,Gambela,Withdrawal,0,0
2005,Gambela,Withdrawal,0,0
2006,Gambela,Withdrawal,0,0
2007,Gambela,Withdrawal,0,0
2008,Gambela,Withdrawal,0,0
2009,Gambela,Withdrawal,0,0
2010,Gambela,Withdrawal,0,0
2011,Gambela,Withdrawal,0,0
2012,Gambela,Withdrawal,0,0
2013,Gambela,Withdrawal,0,0
2014,Gambela,Withdrawal,0,0
2015,Gambela,Withdrawal,0,0
2016,Gambela,Withdrawal,0,0
2017,Gambela,Withdrawal,0,0
2018,Gambela,Withdrawal,0,0
2019,Gambela,Withdrawal,0,0
2000,Harari,Condoms,1.9,0.019
2001,Harari,Condoms,1.74,0.0174
2002,Harari,Condoms,1.58,0.0158
2003,Harari,Condoms,1.42,0.0142
2004,Harari,Condoms,1.26,0.0126
2005,Harari,Condoms,1.1,0.011
2006,Harari,Condoms,1.116666667,0.011166667
2007,Harari,Condoms,1.133333333,0.011333333
2008,Harari,Condoms,1.15,0.0115
2009,Harari,Condoms,1.166666667,0.011666667
2010,Harari,Condoms,1.183333333,0.011833333
2011,Harari,Condoms,1.2,0.012
2012,Harari,Condoms,1.04,0.0104
2013,Harari,Condoms,0.88,0.0088
2014,Harari,Condoms,0.72,0.0072
2015,Harari,Condoms,0.56,0.0056
2016,Harari,Condoms,0.4,0.004
2017,Harari,Condoms,0.533333333,0.005333333
2018,Harari,Condoms,0.666666667,0.006666667
2019,Harari,Condoms,0.8,0.008
2000,Harari,Implants,0.5,0.005
2001,Harari,Implants,0.4,0.004
2002,Harari,Implants,0.3,0.003
2003,Harari,Implants,0.2,0.002
2004,Harari,Implants,0.1,0.001
2005,Harari,Implants,0,0
2006,Harari,Implants,0.333333333,0.003333333
2007,Harari,Implants,0.666666667,0.006666667
2008,Harari,Implants,1,0.01
2009,Harari,Implants,1.333333333,0.013333333
2010,Harari,Implants,1.666666667,0.016666667
2011,Harari,Implants,2,0.02
2012,Harari,Implants,2.76,0.0276
2013,Harari,Implants,3.52,0.0352
2014,Harari,Implants,4.28,0.0428
2015,Harari,Implants,5.04,0.0504
2016,Harari,Implants,5.8,0.058
2017,Harari,Implants,6.166666667,0.061666667
2018,Harari,Implants,6.533333333,0.065333333
